Date,City,State,AQI,PM2_5,PM10,NO2,SO2,CO,O3,Temperature_C,Humidity_%,Wind_kmph,Rainfall_mm,Traffic_Index,Industrial_Index,Population_Density,Season,AQI_Category,Health_Advisory
2023-09-09,Bengaluru,Karnataka,80,12.1,59.5,38.5,35.6,2.72,101.7,18.5,38,1.9,30.2,96,58,5843,Summer,Satisfactory,Normal
2023-12-24,Chennai,Tamil Nadu,209,63.2,128.8,79.0,35.2,2.3,64.3,37.6,68,6.7,11.8,31,80,17351,Summer,Poor,Limit outdoor activity
2024-04-25,Kolkata,West Bengal,407,48.2,31.3,39.7,43.5,2.42,67.1,17.0,62,10.8,107.1,40,72,8344,Winter,Severe,Stay indoors
2023-04-03,Mumbai,Maharashtra,371,223.4,115.1,48.3,5.6,2.51,115.2,24.9,21,29.0,81.1,66,44,25584,Monsoon,Very Poor,Stay indoors
2023-01-12,Ahmedabad,Gujarat,203,160.8,339.7,87.3,12.8,3.37,131.1,39.0,36,15.6,73.6,91,27,16456,Autumn,Poor,Limit outdoor activity
2024-12-12,Mumbai,Maharashtra,287,34.7,335.1,43.8,72.1,2.55,90.9,41.9,63,3.3,10.1,37,96,6631,Summer,Poor,Limit outdoor activity
2024-01-08,Chennai,Tamil Nadu,405,189.9,310.2,18.0,73.8,1.95,146.5,36.3,71,23.1,111.6,83,25,3548,Monsoon,Severe,Stay indoors
2024-02-12,Mumbai,Maharashtra,109,169.1,292.4,44.0,74.7,1.09,165.2,12.1,52,19.3,117.1,66,95,12058,Autumn,Moderate,Sensitive groups caution
2024-10-03,Patna,Bihar,444,124.3,105.8,25.3,59.8,2.88,62.9,20.4,58,9.8,98.4,52,45,2488,Monsoon,Severe,Stay indoors
2024-11-09,Chennai,Tamil Nadu,295,178.1,195.4,88.4,32.7,2.13,136.9,43.0,38,11.0,79.3,61,44,24295,Winter,Poor,Limit outdoor activity
2023-02-19,Mumbai,Maharashtra,59,138.7,234.0,110.1,74.0,1.14,30.7,10.9,57,22.3,59.1,65,95,27835,Autumn,Satisfactory,Normal
2023-07-01,Lucknow,Uttar Pradesh,230,117.6,294.6,89.4,61.0,2.89,138.8,16.1,72,28.3,69.3,27,90,28309,Monsoon,Poor,Limit outdoor activity
2023-04-29,Chandigarh,Chandigarh,228,110.4,142.1,72.2,28.9,0.89,106.9,37.6,84,3.5,19.0,20,78,4657,Autumn,Poor,Limit outdoor activity
2024-05-22,Patna,Bihar,415,100.4,302.2,45.5,63.2,2.46,101.7,23.3,22,4.0,43.8,49,39,13997,Autumn,Severe,Stay indoors
2025-09-20,Mumbai,Maharashtra,115,203.0,346.0,105.8,14.8,1.8,73.8,20.4,50,10.5,42.3,71,98,634,Monsoon,Moderate,Sensitive groups caution
2025-06-21,Patna,Bihar,144,135.6,294.2,40.4,6.2,1.11,169.0,42.6,92,29.5,41.5,54,48,17808,Autumn,Moderate,Sensitive groups caution
2024-11-13,Lucknow,Uttar Pradesh,52,245.5,294.3,95.2,9.3,1.21,63.2,33.7,27,11.4,27.5,83,35,5548,Monsoon,Satisfactory,Normal
2024-06-22,Mumbai,Maharashtra,387,102.2,181.5,9.7,80.0,3.37,61.5,38.8,42,9.1,98.2,93,44,23550,Summer,Very Poor,Stay indoors
2024-12-29,Ahmedabad,Gujarat,121,33.7,195.4,23.7,41.3,2.41,94.2,41.4,75,13.9,92.5,69,53,13042,Winter,Moderate,Sensitive groups caution
2023-02-27,Patna,Bihar,133,37.0,104.7,60.5,68.3,1.63,98.8,26.1,36,14.4,70.1,24,61,23551,Autumn,Moderate,Sensitive groups caution
2024-02-10,Lucknow,Uttar Pradesh,234,92.9,334.6,30.5,21.8,3.39,53.2,17.7,49,22.9,105.9,87,35,23982,Monsoon,Poor,Limit outdoor activity
2024-02-06,Hyderabad,Telangana,269,202.0,127.3,55.0,14.8,0.47,139.1,31.8,63,13.9,69.0,56,78,9596,Summer,Poor,Limit outdoor activity
2024-05-07,Chennai,Tamil Nadu,286,79.9,72.5,55.8,76.6,1.23,131.8,20.7,26,25.6,89.8,20,34,4251,Monsoon,Poor,Limit outdoor activity
2025-06-18,Mumbai,Maharashtra,101,20.8,174.3,114.6,2.1,3.07,61.7,35.6,44,26.5,108.0,84,81,20394,Monsoon,Moderate,Sensitive groups caution
2023-05-07,Chandigarh,Chandigarh,263,154.4,184.5,51.2,22.8,1.17,136.5,17.8,55,7.8,11.0,27,69,18728,Monsoon,Poor,Limit outdoor activity
2024-07-11,Chennai,Tamil Nadu,241,94.9,190.4,20.8,52.3,2.62,106.4,11.6,76,4.1,80.1,38,64,5916,Summer,Poor,Limit outdoor activity
2024-04-11,Lucknow,Uttar Pradesh,147,115.4,244.9,23.2,62.3,1.92,104.6,26.4,66,18.5,28.9,78,30,14105,Autumn,Moderate,Sensitive groups caution
2024-04-20,Mumbai,Maharashtra,46,190.7,297.4,59.6,5.4,1.18,113.2,35.5,84,14.7,34.3,43,48,11691,Summer,Good,Normal
2024-07-16,Pune,Maharashtra,236,101.5,258.2,6.6,42.2,3.16,64.4,28.0,70,2.7,80.9,59,48,18594,Winter,Poor,Limit outdoor activity
2025-10-02,Mumbai,Maharashtra,259,217.6,312.9,92.6,16.4,2.92,154.7,10.5,35,6.6,56.5,47,56,27998,Winter,Poor,Limit outdoor activity
2025-06-06,Lucknow,Uttar Pradesh,384,12.2,41.9,64.2,75.7,1.42,85.2,35.7,78,25.8,29.8,22,11,20720,Summer,Very Poor,Stay indoors
2024-09-09,Jaipur,Rajasthan,372,34.8,123.8,104.4,17.6,2.69,131.0,40.5,45,14.4,19.1,47,71,4059,Monsoon,Very Poor,Stay indoors
2025-07-20,Chennai,Tamil Nadu,219,137.6,329.2,119.0,70.8,1.59,34.2,22.8,68,18.0,93.8,84,51,14588,Summer,Poor,Limit outdoor activity
2025-07-02,Lucknow,Uttar Pradesh,241,105.9,161.2,100.4,8.0,2.5,109.7,19.5,31,12.3,67.1,87,42,13927,Winter,Poor,Limit outdoor activity
2023-01-29,Chandigarh,Chandigarh,241,43.1,157.3,12.5,43.5,1.04,168.7,20.0,59,26.0,27.7,81,81,928,Winter,Poor,Limit outdoor activity
2024-06-25,Chennai,Tamil Nadu,318,173.8,82.0,73.6,37.6,3.21,135.1,19.4,55,16.5,44.6,61,22,17904,Summer,Very Poor,Stay indoors
2025-03-07,Kolkata,West Bengal,39,209.1,141.5,71.1,52.7,1.3,107.7,20.0,54,7.7,80.1,78,60,26661,Autumn,Good,Normal
2025-12-11,Mumbai,Maharashtra,284,202.4,181.9,118.7,39.8,1.72,95.5,44.6,66,26.1,17.2,64,50,14887,Autumn,Poor,Limit outdoor activity
2024-10-16,Delhi,Delhi,295,53.7,298.1,15.4,46.3,3.32,12.9,38.3,69,14.4,82.5,59,72,13300,Summer,Poor,Limit outdoor activity
2023-08-28,Lucknow,Uttar Pradesh,308,132.5,230.2,93.1,70.4,1.99,111.1,11.8,88,20.0,3.5,51,88,19738,Summer,Very Poor,Stay indoors
2024-08-25,Pune,Maharashtra,51,237.8,98.4,92.4,7.2,2.59,170.8,37.3,68,26.0,59.2,46,20,792,Summer,Satisfactory,Normal
2024-04-17,Bengaluru,Karnataka,305,154.5,56.9,6.2,32.2,2.69,67.5,43.6,80,1.8,45.6,50,95,6284,Monsoon,Very Poor,Stay indoors
2025-05-28,Ahmedabad,Gujarat,239,180.6,154.3,58.1,52.2,2.98,170.5,14.6,89,24.8,24.9,41,89,14856,Monsoon,Poor,Limit outdoor activity
2023-01-26,Patna,Bihar,115,124.7,77.9,94.0,23.0,1.86,161.8,26.8,25,7.8,85.9,79,53,18511,Autumn,Moderate,Sensitive groups caution
2024-12-10,Patna,Bihar,417,230.5,279.0,59.3,51.2,0.89,111.0,39.2,55,3.8,14.5,39,31,10596,Monsoon,Severe,Stay indoors
2025-08-23,Chandigarh,Chandigarh,262,36.5,337.1,19.5,12.3,1.05,107.3,42.9,25,22.7,71.9,48,39,7278,Monsoon,Poor,Limit outdoor activity
2024-10-11,Lucknow,Uttar Pradesh,235,132.7,66.5,84.7,74.3,1.8,120.4,27.7,67,26.4,113.5,27,47,14507,Winter,Poor,Limit outdoor activity
2025-02-18,Chennai,Tamil Nadu,148,20.0,85.5,93.9,78.1,1.89,135.3,43.2,56,10.6,91.7,52,67,9690,Monsoon,Moderate,Sensitive groups caution
2025-09-13,Delhi,Delhi,293,243.8,241.7,99.2,25.5,1.33,66.8,39.2,25,27.1,73.4,37,27,4214,Monsoon,Poor,Limit outdoor activity
2025-11-06,Kolkata,West Bengal,324,190.6,144.2,80.4,6.5,0.55,45.4,14.6,47,24.8,29.1,40,65,1109,Autumn,Very Poor,Stay indoors
2023-03-12,Kolkata,West Bengal,166,127.6,193.6,75.0,14.4,2.5,121.1,30.2,61,12.8,59.1,83,32,25082,Summer,Moderate,Sensitive groups caution
2025-12-24,Ahmedabad,Gujarat,299,61.4,211.8,73.0,58.1,3.34,128.6,24.1,80,20.9,40.6,46,17,13877,Autumn,Poor,Limit outdoor activity
2025-06-29,Kolkata,West Bengal,65,176.3,97.1,19.3,55.4,0.46,99.3,39.1,29,21.4,25.9,75,57,29124,Summer,Satisfactory,Normal
2024-10-22,Kolkata,West Bengal,238,113.9,249.4,81.6,50.9,3.11,44.1,20.5,93,29.4,31.6,63,54,17951,Monsoon,Poor,Limit outdoor activity
2023-08-31,Kolkata,West Bengal,90,22.0,292.2,78.8,24.5,3.46,144.3,15.6,83,21.7,87.4,99,61,7638,Summer,Satisfactory,Normal
2023-02-15,Hyderabad,Telangana,45,186.0,147.5,72.7,50.3,3.33,128.6,12.5,46,11.4,78.0,94,14,20062,Summer,Good,Normal
2024-12-15,Hyderabad,Telangana,45,43.2,267.4,56.3,65.0,2.59,150.6,19.1,75,21.8,63.3,47,14,29264,Autumn,Good,Normal
2023-07-26,Ahmedabad,Gujarat,125,92.1,183.3,97.3,50.4,3.35,159.4,27.2,50,19.4,21.8,80,63,9198,Monsoon,Moderate,Sensitive groups caution
2024-07-05,Delhi,Delhi,40,110.6,23.2,14.4,29.2,2.2,12.9,37.3,60,21.9,113.2,54,32,20590,Winter,Good,Normal
2024-12-13,Jaipur,Rajasthan,358,142.7,21.1,96.9,32.5,3.4,92.5,43.4,68,4.5,60.5,84,55,19383,Monsoon,Very Poor,Stay indoors
2023-08-19,Ahmedabad,Gujarat,339,240.9,165.6,71.4,6.9,1.61,41.7,21.1,52,8.7,103.7,44,95,3166,Autumn,Very Poor,Stay indoors
2025-07-06,Chennai,Tamil Nadu,306,117.1,79.1,106.5,61.6,3.3,110.8,14.4,75,10.0,20.8,95,84,6161,Autumn,Very Poor,Stay indoors
2023-08-27,Mumbai,Maharashtra,321,190.1,81.5,116.3,56.2,2.11,97.4,24.7,54,8.0,112.0,21,37,29825,Winter,Very Poor,Stay indoors
2023-07-08,Chennai,Tamil Nadu,373,89.4,326.8,15.4,74.2,2.01,157.0,14.8,94,26.2,40.2,53,40,21502,Winter,Very Poor,Stay indoors
2025-10-02,Kolkata,West Bengal,150,53.1,217.8,18.1,39.7,2.96,48.9,25.9,78,29.8,111.4,53,22,12108,Autumn,Moderate,Sensitive groups caution
2025-04-16,Lucknow,Uttar Pradesh,191,173.0,281.1,63.9,47.9,0.67,95.8,14.2,93,25.1,41.2,43,84,11524,Summer,Moderate,Sensitive groups caution
2024-03-12,Ahmedabad,Gujarat,235,197.3,278.2,47.5,50.3,0.95,171.3,44.0,41,19.0,42.3,64,92,28811,Summer,Poor,Limit outdoor activity
2023-04-25,Hyderabad,Telangana,46,206.2,89.1,69.4,33.6,0.88,44.0,37.2,31,23.7,75.7,81,18,15678,Winter,Good,Normal
2023-05-30,Bengaluru,Karnataka,404,138.1,197.7,73.3,15.9,2.15,67.7,14.3,57,2.7,30.4,21,69,14669,Winter,Severe,Stay indoors
2023-10-24,Chandigarh,Chandigarh,95,228.1,299.8,30.5,73.0,0.74,26.2,15.1,84,19.4,2.6,100,55,23261,Summer,Satisfactory,Normal
2024-04-18,Lucknow,Uttar Pradesh,247,200.1,266.6,78.1,42.1,1.62,74.1,27.7,54,4.5,13.3,60,57,21774,Winter,Poor,Limit outdoor activity
2025-11-14,Delhi,Delhi,195,114.8,169.4,16.7,5.0,2.81,19.4,15.2,54,4.2,25.8,23,16,16733,Winter,Moderate,Sensitive groups caution
2024-05-23,Pune,Maharashtra,42,86.3,147.5,49.2,41.8,3.22,23.7,30.2,84,29.5,105.2,77,77,13469,Monsoon,Good,Normal
2023-06-26,Lucknow,Uttar Pradesh,170,142.2,152.2,110.9,38.8,2.62,15.2,26.7,77,26.1,28.0,75,80,9069,Autumn,Moderate,Sensitive groups caution
2024-10-21,Ahmedabad,Gujarat,291,79.8,120.3,91.2,51.7,2.94,30.2,17.8,44,29.8,88.5,94,52,10840,Monsoon,Poor,Limit outdoor activity
2024-07-09,Chandigarh,Chandigarh,344,234.5,114.7,6.9,63.5,2.67,62.8,24.0,27,18.1,33.6,89,48,18618,Autumn,Very Poor,Stay indoors
2023-04-02,Pune,Maharashtra,40,79.8,147.8,94.7,26.4,0.64,79.2,15.3,84,17.2,50.1,58,36,8411,Summer,Good,Normal
2024-06-29,Pune,Maharashtra,253,100.1,95.6,114.4,62.4,1.71,104.2,31.8,87,25.7,63.1,59,53,26099,Autumn,Poor,Limit outdoor activity
2023-02-24,Pune,Maharashtra,333,33.1,333.3,66.5,71.6,0.7,119.9,32.6,79,10.1,50.3,30,32,12268,Winter,Very Poor,Stay indoors
2024-02-06,Ahmedabad,Gujarat,43,35.3,135.2,5.1,23.2,2.8,148.7,37.8,45,15.4,62.9,66,65,27307,Summer,Good,Normal
2024-05-18,Chennai,Tamil Nadu,114,239.4,233.8,55.8,29.3,0.65,22.7,32.8,43,21.2,40.7,26,31,22136,Winter,Moderate,Sensitive groups caution
2024-09-21,Chandigarh,Chandigarh,300,74.0,181.1,71.6,70.7,2.28,99.0,17.0,67,29.6,103.5,91,73,5124,Winter,Poor,Limit outdoor activity
2024-03-04,Kolkata,West Bengal,228,104.2,44.5,105.6,55.7,2.32,131.9,36.0,94,17.2,27.6,65,94,6892,Winter,Poor,Limit outdoor activity
2025-09-22,Kolkata,West Bengal,166,163.8,304.3,113.4,52.2,0.56,106.6,11.0,89,27.7,5.3,59,55,6871,Monsoon,Moderate,Sensitive groups caution
2025-07-06,Pune,Maharashtra,348,186.9,293.7,66.9,17.6,0.9,61.1,25.4,53,10.7,55.9,83,95,8130,Summer,Very Poor,Stay indoors
2023-07-09,Bengaluru,Karnataka,411,75.0,32.4,29.3,58.2,1.21,148.3,15.7,78,24.8,48.9,27,42,6747,Monsoon,Severe,Stay indoors
2024-08-18,Hyderabad,Telangana,353,32.4,296.8,94.3,23.5,0.44,43.9,16.9,29,19.1,4.8,42,54,11515,Summer,Very Poor,Stay indoors
2024-06-12,Patna,Bihar,174,198.7,216.1,99.6,19.2,1.74,71.2,41.8,81,19.3,67.5,58,63,8865,Winter,Moderate,Sensitive groups caution
2023-10-26,Chandigarh,Chandigarh,197,36.0,327.5,61.8,59.7,2.73,102.6,20.5,39,29.7,42.2,66,79,13073,Monsoon,Moderate,Sensitive groups caution
2024-08-20,Mumbai,Maharashtra,314,88.0,271.2,65.6,78.4,1.43,143.3,12.5,90,14.5,16.0,92,49,19781,Monsoon,Very Poor,Stay indoors
2023-10-27,Chennai,Tamil Nadu,251,140.6,147.8,10.9,27.6,0.89,109.8,37.9,41,14.9,13.4,70,59,15432,Winter,Poor,Limit outdoor activity
2023-03-24,Jaipur,Rajasthan,353,193.4,27.6,21.5,74.9,0.51,170.5,14.3,95,26.6,36.7,66,54,14487,Autumn,Very Poor,Stay indoors
2023-05-28,Delhi,Delhi,103,231.5,212.4,36.5,61.5,1.33,48.1,11.8,49,12.8,44.7,41,25,7448,Autumn,Moderate,Sensitive groups caution
2023-05-08,Kolkata,West Bengal,42,164.7,268.5,20.8,79.8,1.04,65.3,30.5,44,6.9,25.5,76,97,23632,Winter,Good,Normal
2024-08-31,Jaipur,Rajasthan,191,196.5,295.9,83.1,70.6,3.03,75.1,36.3,66,8.7,67.1,85,59,5257,Monsoon,Moderate,Sensitive groups caution
2025-11-15,Kolkata,West Bengal,215,240.5,88.6,49.8,63.7,1.29,49.2,11.6,64,3.7,49.6,48,52,11355,Winter,Poor,Limit outdoor activity
2024-03-31,Delhi,Delhi,407,40.9,119.1,7.5,67.1,0.77,73.3,12.1,89,13.8,79.6,54,34,18161,Autumn,Severe,Stay indoors
2024-02-15,Kolkata,West Bengal,280,13.6,23.7,28.5,60.5,1.12,129.9,42.7,53,5.0,36.3,47,66,1214,Autumn,Poor,Limit outdoor activity
2023-06-12,Chennai,Tamil Nadu,183,29.2,148.0,114.9,5.0,2.08,15.7,43.2,60,25.0,93.0,90,38,17719,Summer,Moderate,Sensitive groups caution
2025-12-09,Chandigarh,Chandigarh,266,140.9,332.9,119.8,47.3,1.43,90.9,33.9,38,12.1,76.3,28,93,6727,Summer,Poor,Limit outdoor activity
2024-11-06,Mumbai,Maharashtra,359,83.7,135.6,97.3,45.5,2.22,79.1,17.3,54,28.8,25.9,30,71,22760,Winter,Very Poor,Stay indoors
2023-03-29,Delhi,Delhi,48,236.0,69.4,70.1,28.2,1.76,32.1,41.1,32,19.8,84.8,84,12,7085,Winter,Good,Normal
2025-02-19,Jaipur,Rajasthan,80,75.0,302.0,46.9,27.6,2.46,51.5,43.7,27,6.9,16.8,82,100,26457,Monsoon,Satisfactory,Normal
2025-12-01,Delhi,Delhi,301,92.8,176.7,99.6,36.2,2.13,134.6,31.9,74,22.7,10.4,52,13,22609,Summer,Very Poor,Stay indoors
2024-02-23,Chennai,Tamil Nadu,420,209.3,87.8,48.8,53.8,0.33,24.1,16.1,63,1.5,34.9,83,96,21052,Autumn,Severe,Stay indoors
2024-07-04,Kolkata,West Bengal,43,57.7,308.5,96.9,28.7,2.7,37.5,31.5,80,4.3,44.9,36,30,16160,Summer,Good,Normal
2025-10-02,Chennai,Tamil Nadu,115,222.3,237.7,80.0,52.3,0.89,23.1,16.3,95,10.1,116.0,26,21,27054,Winter,Moderate,Sensitive groups caution
2023-06-12,Jaipur,Rajasthan,344,194.0,271.8,79.7,6.1,1.05,16.3,32.1,25,12.8,93.7,24,93,17411,Winter,Very Poor,Stay indoors
2023-04-23,Delhi,Delhi,290,12.2,51.0,99.7,36.5,2.92,87.5,44.2,44,15.7,35.4,60,30,22288,Summer,Poor,Limit outdoor activity
2025-08-24,Lucknow,Uttar Pradesh,314,49.2,89.0,33.4,2.8,1.15,42.0,26.8,70,17.3,85.8,24,39,23493,Monsoon,Very Poor,Stay indoors
2025-12-16,Mumbai,Maharashtra,424,192.3,156.7,93.1,40.1,1.93,37.6,36.5,47,24.8,92.1,80,49,9149,Winter,Severe,Stay indoors
2024-07-30,Bengaluru,Karnataka,397,229.0,57.9,58.7,63.1,2.83,37.1,19.5,89,2.0,88.8,59,23,1208,Summer,Very Poor,Stay indoors
2024-09-05,Ahmedabad,Gujarat,294,111.2,177.1,45.1,57.8,2.76,55.4,10.7,25,10.6,64.2,56,20,11517,Monsoon,Poor,Limit outdoor activity
2024-12-08,Jaipur,Rajasthan,45,116.0,328.7,7.2,77.4,2.38,173.8,39.4,88,17.8,33.5,47,57,5532,Winter,Good,Normal
2024-08-09,Delhi,Delhi,384,249.5,223.7,27.5,64.4,3.14,92.6,14.1,74,9.1,53.6,94,100,22588,Monsoon,Very Poor,Stay indoors
2025-03-07,Pune,Maharashtra,337,160.9,115.1,103.8,35.3,3.25,121.5,37.1,83,7.3,45.4,45,37,27855,Winter,Very Poor,Stay indoors
2025-09-09,Delhi,Delhi,298,32.4,318.2,95.6,27.7,3.45,19.1,38.5,81,9.7,29.9,93,18,4819,Winter,Poor,Limit outdoor activity
2025-02-05,Jaipur,Rajasthan,290,197.0,257.1,59.6,42.5,0.66,24.5,29.7,78,13.9,48.9,32,42,22597,Monsoon,Poor,Limit outdoor activity
2025-11-13,Lucknow,Uttar Pradesh,401,77.8,112.5,27.5,46.2,2.91,48.0,41.0,72,11.4,93.9,41,58,2674,Autumn,Severe,Stay indoors
2024-04-26,Lucknow,Uttar Pradesh,295,89.3,142.9,60.9,35.5,1.86,133.4,34.6,54,28.6,97.2,89,10,29085,Summer,Poor,Limit outdoor activity
2024-10-15,Kolkata,West Bengal,302,170.5,159.7,60.0,2.7,0.26,144.6,22.0,42,15.8,83.5,68,67,26278,Winter,Very Poor,Stay indoors
2025-10-07,Mumbai,Maharashtra,423,249.1,22.4,14.7,40.6,0.95,140.4,14.5,35,7.0,59.4,34,93,10770,Autumn,Severe,Stay indoors
2023-11-18,Pune,Maharashtra,201,76.2,265.2,72.0,12.5,1.6,162.3,30.2,29,3.7,55.8,83,84,25202,Winter,Poor,Limit outdoor activity
2024-05-28,Kolkata,West Bengal,195,217.1,75.5,113.8,71.9,0.71,77.7,44.7,28,26.8,90.0,45,34,23372,Autumn,Moderate,Sensitive groups caution
2025-06-22,Lucknow,Uttar Pradesh,172,232.2,267.1,46.6,53.9,2.25,34.3,17.7,37,11.1,48.6,32,76,3106,Autumn,Moderate,Sensitive groups caution
2025-05-23,Bengaluru,Karnataka,403,237.7,184.2,101.8,72.2,0.38,22.9,22.0,43,1.6,58.1,59,69,4993,Monsoon,Severe,Stay indoors
2025-10-01,Mumbai,Maharashtra,233,222.9,318.4,15.4,67.9,3.47,93.9,11.7,34,3.7,112.5,55,55,2256,Summer,Poor,Limit outdoor activity
2023-06-15,Hyderabad,Telangana,324,140.2,287.8,101.4,19.5,1.55,46.6,24.9,44,7.5,116.3,73,26,28391,Summer,Very Poor,Stay indoors
2023-01-18,Kolkata,West Bengal,57,49.3,197.5,68.1,51.7,2.46,35.8,41.0,85,5.8,115.2,24,100,27174,Monsoon,Satisfactory,Normal
2025-11-18,Chennai,Tamil Nadu,232,38.6,317.9,84.9,78.8,0.75,89.6,13.8,65,21.0,89.8,84,95,5433,Monsoon,Poor,Limit outdoor activity
2024-03-10,Chandigarh,Chandigarh,252,141.9,56.4,114.5,25.1,3.34,97.8,16.1,54,18.8,77.8,28,43,22764,Summer,Poor,Limit outdoor activity
2023-07-16,Pune,Maharashtra,214,19.0,54.2,119.3,8.7,2.44,89.5,36.3,68,10.8,7.2,99,92,6503,Autumn,Poor,Limit outdoor activity
2025-03-26,Kolkata,West Bengal,144,111.7,244.8,111.6,23.2,0.4,129.3,28.4,46,17.4,73.3,52,99,10863,Winter,Moderate,Sensitive groups caution
2025-11-02,Kolkata,West Bengal,413,233.8,162.9,36.9,76.9,2.57,28.2,32.0,26,18.6,24.6,81,60,24911,Monsoon,Severe,Stay indoors
2023-06-06,Jaipur,Rajasthan,173,219.0,326.2,62.3,12.5,2.53,149.4,23.8,34,22.6,15.6,85,23,20523,Winter,Moderate,Sensitive groups caution
2024-04-09,Pune,Maharashtra,395,236.8,324.2,69.1,57.0,2.36,73.6,34.8,28,4.7,26.6,83,90,27295,Summer,Very Poor,Stay indoors
2023-09-15,Chennai,Tamil Nadu,234,173.2,50.9,103.4,12.3,3.01,80.3,38.4,68,23.8,90.0,41,91,12065,Monsoon,Poor,Limit outdoor activity
2024-08-17,Patna,Bihar,369,17.4,180.9,89.7,54.8,3.07,29.8,34.0,88,6.2,82.1,30,49,24630,Autumn,Very Poor,Stay indoors
2024-05-17,Hyderabad,Telangana,222,190.9,74.2,111.9,56.7,1.68,26.8,29.7,53,6.0,7.3,34,42,19962,Autumn,Poor,Limit outdoor activity
2025-01-10,Ahmedabad,Gujarat,410,171.5,87.6,10.9,52.9,1.04,129.7,42.3,52,8.1,41.2,51,57,23335,Autumn,Severe,Stay indoors
2025-07-13,Lucknow,Uttar Pradesh,104,74.8,327.7,81.6,68.4,2.92,84.0,18.1,47,5.8,74.6,65,46,6619,Summer,Moderate,Sensitive groups caution
2023-01-14,Mumbai,Maharashtra,369,23.5,176.6,80.6,63.3,0.52,96.6,37.3,24,23.8,62.5,25,76,22449,Autumn,Very Poor,Stay indoors
2025-11-16,Chennai,Tamil Nadu,446,204.2,331.4,95.2,71.8,3.14,139.0,16.1,30,24.9,39.0,21,80,25423,Autumn,Severe,Stay indoors
2024-05-23,Lucknow,Uttar Pradesh,347,107.8,221.5,30.0,40.8,1.93,88.2,31.8,37,4.2,8.9,88,81,27051,Monsoon,Very Poor,Stay indoors
2023-07-15,Bengaluru,Karnataka,401,209.9,81.3,46.9,24.1,0.23,65.9,19.6,20,5.6,9.4,79,24,29031,Autumn,Severe,Stay indoors
2023-04-22,Delhi,Delhi,287,106.9,201.3,53.9,30.8,0.4,177.0,34.4,42,6.1,101.8,97,18,21690,Autumn,Poor,Limit outdoor activity
2024-03-19,Chennai,Tamil Nadu,359,148.0,42.1,11.1,10.4,0.49,33.3,10.3,76,19.6,5.9,83,85,8368,Summer,Very Poor,Stay indoors
2024-04-30,Bengaluru,Karnataka,100,164.0,200.1,33.7,78.8,2.79,63.0,31.9,71,10.4,111.5,24,33,3690,Winter,Satisfactory,Normal
2025-12-25,Chennai,Tamil Nadu,437,215.1,51.5,61.5,52.6,2.63,111.7,22.3,29,18.5,7.0,80,23,24427,Autumn,Severe,Stay indoors
2024-10-20,Delhi,Delhi,402,166.3,45.2,115.4,34.3,1.48,26.5,36.6,58,16.0,107.9,22,73,19479,Summer,Severe,Stay indoors
2023-04-17,Bengaluru,Karnataka,304,210.4,110.2,5.0,50.8,2.47,160.7,31.2,57,7.1,26.8,51,43,17681,Monsoon,Very Poor,Stay indoors
2024-09-27,Pune,Maharashtra,414,64.3,78.0,39.1,72.0,1.26,12.6,11.5,76,29.3,79.5,30,98,16495,Summer,Severe,Stay indoors
2023-06-06,Mumbai,Maharashtra,104,119.0,92.1,55.0,67.1,1.94,86.9,18.3,26,8.0,58.5,88,61,25646,Monsoon,Moderate,Sensitive groups caution
2025-09-07,Chandigarh,Chandigarh,224,126.9,191.2,93.9,77.9,1.8,157.9,16.6,47,29.7,115.2,66,59,2271,Summer,Poor,Limit outdoor activity
2025-04-28,Kolkata,West Bengal,217,217.3,24.6,85.3,29.8,3.16,172.7,22.9,24,23.0,43.5,30,79,29964,Winter,Poor,Limit outdoor activity
2023-10-04,Kolkata,West Bengal,443,103.5,45.1,49.8,14.7,1.78,126.8,21.3,59,23.4,7.6,22,32,2658,Monsoon,Severe,Stay indoors
2023-12-24,Kolkata,West Bengal,213,69.3,50.5,54.5,18.6,3.14,150.6,20.4,36,24.8,98.0,51,87,27311,Winter,Poor,Limit outdoor activity
2023-12-09,Lucknow,Uttar Pradesh,57,103.5,281.0,15.1,34.6,1.96,101.1,39.7,47,8.5,7.6,59,58,15695,Winter,Satisfactory,Normal
2025-06-05,Kolkata,West Bengal,291,23.9,215.1,84.5,26.7,3.1,172.5,26.3,43,29.1,70.4,35,21,26257,Summer,Poor,Limit outdoor activity
2024-03-10,Lucknow,Uttar Pradesh,247,208.8,78.8,24.7,37.0,2.11,146.7,11.8,92,15.2,54.5,74,51,27029,Summer,Poor,Limit outdoor activity
2024-04-20,Bengaluru,Karnataka,252,148.2,55.3,37.0,55.0,2.74,78.8,39.3,68,18.2,118.8,44,29,8226,Summer,Poor,Limit outdoor activity
2023-08-23,Chandigarh,Chandigarh,323,221.7,94.9,31.9,51.3,3.15,92.9,16.5,60,16.0,71.1,62,92,3959,Winter,Very Poor,Stay indoors
2024-04-04,Hyderabad,Telangana,114,116.2,243.6,54.0,45.3,0.42,95.3,21.4,31,20.7,13.0,22,99,5028,Winter,Moderate,Sensitive groups caution
2025-07-05,Chennai,Tamil Nadu,71,191.9,41.6,19.6,52.3,1.74,166.0,21.6,80,20.6,119.6,26,10,23381,Winter,Satisfactory,Normal
